,location,total_sqft,bath,price,bhk
7930,other,1855,3.0,225.0,3
7931,other,1325,3.0,57.0,3
7932,other,1202,2.0,48.0,2
7933,other,1200,2.0,62.5,2
7934,other,425,1.0,20.03,1
7935,other,1100,2.0,48.0,2
7936,other,600,1.0,60.0,1
7937,other,1468,2.0,140.0,2
7938,other,4300,5.0,550.0,4
7939,other,1750,3.0,85.0,3
7940,other,775,2.0,55.0,2
7941,other,1105,2.0,58.0,2
7942,other,1602,2.0,75.0,3
7943,other,1352,3.0,135.0,3
7944,other,1780,3.0,84.83,3
7945,other,1200,3.0,95.0,4
7946,other,1976,3.0,184.0,3
7947,other,5500,4.0,600.0,4
7948,other,1200,3.0,95.0,3
7949,other,2500,6.0,115.0,7
7950,other,823,2.0,28.0,2
7951,other,1180,2.0,69.0,2
7952,other,686,1.0,17.0,1
7953,other,1001,2.0,33.03,2
7954,other,1500,4.0,180.0,4
7955,other,2400,2.0,80.0,3
7956,other,1282,2.0,87.0,2
7957,other,1611,2.0,64.44,3
7958,other,1500,2.0,95.0,3
7959,other,1300,1.0,115.0,2
7960,other,530,1.0,20.0,1
7961,other,1350,2.0,80.0,2
7962,other,900,2.0,27.0,2
7963,other,2400,6.0,125.0,8
7964,other,1200,3.0,56.12,3
7965,other,1548,3.0,89.5,3
7966,other,1225,2.0,53.0,2
7967,other,1141,2.0,62.0,2
7968,other,4100,7.0,140.0,7
7969,other,1175,2.0,48.27,2
7970,other,950,1.0,40.0,1
7971,other,1209,2.0,50.0,2
7972,other,4200,5.0,225.0,5
7973,other,1800,3.0,90.0,3
7974,other,1600,4.0,125.0,5
7975,other,1563,3.0,52.0,3
7976,other,1405,2.0,70.0,2
7977,other,1480,3.0,90.0,3
7978,other,1600,3.0,90.0,3
7979,other,1200,4.0,135.0,4
7980,other,1200,2.0,35.0,2
7981,other,1500,3.0,115.0,3
7982,other,1824,3.0,125.0,3
7983,other,750,1.0,56.25,1
7984,other,1060,2.0,42.0,2
7985,other,1500,3.0,62.0,3
7986,other,1339,2.0,55.0,2
7987,other,1600,3.0,75.0,3
7988,other,1225,2.0,55.11,2
7989,other,1000,2.0,50.0,2
7990,other,6000,5.0,400.0,4
7991,other,2400,3.0,170.0,3
7992,other,1480,2.0,65.0,2
7993,other,1500,2.0,98.0,3
7994,other,3095,3.0,350.0,3
7995,other,910,2.0,30.5,2
7996,other,1200,1.0,28.0,1
7997,other,1500,3.0,100.0,3
7998,other,1133,2.0,55.0,2
7999,other,1560,5.0,145.0,5
8000,other,2900,5.0,90.0,5
8001,other,1560,3.0,188.0,3
8002,other,856,2.0,40.0,2
8003,other,1200,3.0,68.4,3
8004,other,14000,3.0,800.0,4
8005,other,485,1.0,15.0,1
8006,other,1384,3.0,62.28,3
8007,other,1508,3.0,70.25,3
8008,other,2150,4.0,80.0,4
8009,other,1600,3.0,52.0,3
8010,other,1250,2.0,62.0,2
8011,other,1200,3.0,130.0,3
8012,other,1050,2.0,67.0,2
8013,other,1596,3.0,105.0,3
8014,other,1800,3.0,80.0,3
8015,other,925,2.0,48.0,2
8016,other,1395,2.0,63.59,2
8017,other,1200,3.0,85.0,3
8018,other,1132,2.0,67.0,2
8019,other,1262,2.0,63.0,2
8020,other,1515,3.0,88.0,3
8021,other,1655,3.0,86.06,3
8022,other,5000,7.0,299.0,7
8023,other,1380,2.0,80.0,2
8024,other,1450,3.0,65.0,3
8025,other,1200,2.0,54.0,2
8026,other,4346,5.0,500.0,4
8027,other,1178,2.0,47.0,2
8028,other,2200,3.0,187.0,3
8029,other,3329,3.0,330.0,3
8030,other,3600,4.0,300.0,4
8031,other,3500,3.0,450.0,4
8032,other,1595,3.0,76.0,3
8033,other,1093,2.0,65.0,2
8034,other,1367,2.0,62.0,2
8035,other,1535,3.0,95.0,3
8036,other,1015,2.0,45.0,2
8037,other,1100,2.0,62.7,2
8038,other,930,2.0,45.0,2
8039,other,1650,2.0,80.0,3
8040,other,2197,4.0,280.0,3
8041,other,1240,2.0,46.0,3
8042,other,1100,2.0,60.0,2
8043,other,1600,3.0,172.0,4
8044,other,1450,2.0,85.0,3
8045,other,2000,3.0,166.0,4
8046,other,700,2.0,27.0,2
8047,other,1050,2.0,45.0,2
8048,other,1250,3.0,39.5,3
8049,other,1756,3.0,100.0,3
8050,other,1532,3.0,92.0,3
8051,other,1650,3.0,110.0,3
8052,other,1200,2.0,66.0,2
8053,other,1180,2.0,48.0,2
8054,other,1525,2.0,122.0,3
8055,other,1435,3.0,70.0,3
8056,other,1560,2.0,66.0,3
8057,other,1070,2.0,42.0,2
8058,other,2400,3.0,200.0,4
8059,other,1000,2.0,130.0,2
8060,other,1300,2.0,60.0,2
8061,other,3040,1.0,180.0,2
8062,other,1310,2.0,50.0,3
8063,other,1390,3.0,120.0,3
8064,other,1200,4.0,72.0,4
8065,other,1135,2.0,68.0,2
8066,other,900,2.0,55.0,2
8067,other,1378,2.0,42.33,3
8068,other,1210,2.0,62.0,2
8069,other,1464,3.0,56.0,3
8070,other,2500,3.0,250.0,3
8071,other,1600,3.0,80.0,3
8072,other,1250,3.0,39.5,3
8073,other,1100,2.0,50.0,2
8074,other,1168,3.0,70.0,3
8075,other,1552,2.0,51.0,2
8076,other,2100,4.0,155.0,4
8077,other,1300,2.0,65.0,2
8078,other,1515,3.0,93.93,3
8079,other,2400,5.0,85.0,4
8080,other,1243,2.0,58.0,2
8081,other,1616,3.0,75.0,3
8082,other,1800,6.0,44.5,5
8083,other,2700,4.0,214.0,6
8084,other,2000,3.0,210.0,3
8085,other,2400,4.0,300.0,5
8086,other,1760,3.0,176.0,3
8087,other,595,1.0,42.0,1
8088,other,1410,2.0,67.0,2
8089,other,1090,2.0,31.48,2
8090,other,1254,2.0,53.0,2
8091,other,2800,7.0,125.0,7
8092,other,1170,2.0,86.0,2
8093,other,2200,4.0,235.0,4
8094,other,1000,2.0,50.0,2
8095,other,920,2.0,35.0,2
8096,other,2400,3.0,142.0,4
8097,other,1464,3.0,56.0,3
8098,other,1280,2.0,40.0,2
8099,other,2000,3.0,85.0,3
8100,other,1650,3.0,175.0,3
8101,other,840,2.0,27.0,2
8102,other,1670,3.0,91.86,3
8103,other,1242,2.0,39.7,2
8104,other,1690,2.0,55.0,3
8105,other,1488,3.0,57.0,3
8106,other,1250,2.0,80.0,3
8107,other,1650,4.0,160.0,3
8108,other,800,2.0,50.0,2
8109,other,1225,2.0,150.0,2
8110,other,1260,2.0,58.0,2
8111,other,3675,4.0,367.0,4
8112,other,1200,2.0,150.0,2
8113,other,1250,2.0,65.0,2
8114,other,1225,2.0,48.0,2
8115,other,1350,2.0,80.0,2
8116,other,2000,3.0,100.0,3
8117,other,1614,3.0,110.0,3
8118,other,1188,2.0,73.0,2
8119,other,1480,3.0,90.0,3
8120,other,680,2.0,42.0,2
8121,other,2400,2.0,95.0,2
8122,other,1045,2.0,42.0,2
8123,other,955,2.0,53.55,2
8124,other,1115,2.0,56.87,2
8125,other,1100,2.0,106.0,2
8126,other,1690,3.0,75.0,3
8127,other,1068,2.0,40.05,2
8128,other,1925,3.0,120.0,3
8129,other,650,1.0,26.0,1
8130,other,1410,2.0,45.12,3
8131,other,2000,3.0,207.0,3
8132,other,1050,2.0,110.0,2
8133,other,1130,3.0,38.0,3
8134,other,900,2.0,45.0,2
8135,other,1550,2.0,70.0,3
8136,other,916,2.0,42.0,2
8137,other,1358,3.0,50.0,3
8138,other,1936,2.0,54.21,3
8139,other,1685,2.0,110.0,3
8140,other,850,2.0,33.0,2
8141,other,1550,3.0,110.0,3
8142,other,500,1.0,20.0,1
8143,other,1146,2.0,38.5,2
8144,other,3155,4.0,370.0,3
8145,other,1765,3.0,105.0,3
8146,other,1265,2.0,70.0,2
8147,other,1012,2.0,59.0,2
8148,other,2045,4.0,154.0,3
8149,other,4400,9.0,120.0,7
8150,other,2400,4.0,280.0,6
8151,other,1158,2.0,85.0,3
8152,other,925,2.0,51.0,2
8153,other,1415,2.0,110.0,2
8154,other,1210,2.0,60.0,2
8155,other,1100,2.0,55.0,2
8156,other,4750,5.0,600.0,4
8157,other,1840,3.0,155.0,3
8158,other,1350,2.0,185.0,2
8159,other,824,2.0,60.0,2
8160,other,1340,2.0,100.0,3
8161,other,1620,2.0,110.0,3
8162,other,1533,3.0,115.0,3
8163,other,1560,3.0,85.0,3
8164,other,1375,2.0,48.06,3
8165,other,750,1.0,25.0,1
8166,other,1375,2.0,85.0,3
8167,other,1095,2.0,40.0,2
8168,other,1440,2.0,60.33,3
8169,other,1200,2.0,49.5,2
8170,other,975,2.0,43.0,2
8171,other,2800,4.0,200.0,5
8172,other,900,2.0,42.0,2
8173,other,1500,3.0,88.0,3
8174,other,1010,2.0,46.0,2
8175,other,1140,2.0,76.0,2
8176,other,1198,2.0,84.0,2
8177,other,4000,4.0,520.0,4
8178,other,1470,4.0,34.5,4
8179,other,1370,2.0,75.0,2
8180,other,1316,2.0,55.5,2
8181,other,1050,2.0,43.0,2
8182,other,2400,7.0,110.0,6
8183,other,1000,1.0,55.0,2
8184,other,1200,2.0,125.0,2
8185,other,1200,2.0,50.0,2
8186,other,1313,2.0,58.27,2
8187,other,936,2.0,42.0,2
8188,other,1050,1.0,70.0,1
8189,other,1200,2.0,80.0,3
8190,other,1464,3.0,56.0,3
8191,other,1256,2.0,60.0,2
8192,other,1020,2.0,37.0,2
8193,other,830,2.0,34.0,2
8194,other,1210,2.0,40.0,2
8195,other,1520,2.0,62.0,2
8196,other,2300,3.0,80.0,3
8197,other,400,1.0,14.0,1
8198,other,946,2.0,38.0,2
8199,other,1575,4.0,150.0,5
8200,other,860,1.0,43.0,2
8201,other,4800,5.0,629.0,4
8202,other,1200,2.0,70.0,2
8203,other,1700,3.0,80.0,3
8204,other,1100,2.0,60.0,2
8205,other,6040,4.0,170.0,5
8206,other,1300,2.0,79.0,2
8207,other,1311,2.0,48.0,2
8208,other,3500,4.0,350.0,4
8209,other,1400,2.0,55.0,3
8210,other,1000,2.0,110.0,3
8211,other,1942,3.0,102.0,3
8212,other,1000,2.0,53.0,2
8213,other,800,1.0,100.0,1
8214,other,950,2.0,45.0,2
8215,other,1022,2.0,52.0,2
8216,other,2000,3.0,25.0,4
8217,other,990,2.0,44.55,2
8218,other,2400,3.0,260.0,3
8219,other,1533,3.0,85.0,3
8220,other,1475,3.0,70.0,3
8221,other,1135,2.0,55.0,2
8222,other,2357,3.0,151.0,3
8223,other,1170,2.0,105.0,2
8224,other,1411,3.0,91.72,3
8225,other,1200,3.0,44.0,2
8226,other,3095,3.0,375.0,3
8227,other,1350,2.0,67.5,2
8228,other,1100,3.0,78.0,3
8229,other,1240,2.0,43.79,2
8230,other,3600,4.0,365.0,4
8231,other,1175,2.0,48.27,2
8232,other,4000,4.0,170.0,4
8233,other,1945,3.0,120.0,3
8234,other,1465,2.0,74.72,3
8235,other,1650,3.0,165.0,3
8236,other,1550,2.0,150.0,3
8237,other,1360,2.0,59.27,3
8238,other,1150,2.0,75.0,3
8239,other,1200,3.0,74.0,3
8240,other,1229,3.0,86.03,3
8241,other,1030,2.0,61.0,2
8242,other,600,1.0,32.0,1
8243,other,1165,2.0,135.0,2
8244,other,1107,2.0,33.0,2
8245,other,1520,3.0,80.0,3
8246,other,3000,4.0,240.0,4
8247,other,1050,2.0,38.0,2
8248,other,1315,2.0,90.0,2
8249,other,1210,2.0,72.0,2
8250,other,11338,9.0,1000.0,6
8251,other,1215,3.0,42.2,3
8252,other,30000,4.0,2100.0,4
8253,other,1445,3.0,64.0,3
8254,other,1170,2.0,68.0,2
8255,other,1600,2.0,110.0,2
8256,other,955,1.0,34.01,2
8257,other,1370,2.0,75.0,3
8258,other,1187,2.0,45.0,2
8259,other,1980,3.0,224.0,3
8260,other,1100,2.0,38.45,2
8261,other,1700,3.0,97.0,3
8262,other,1900,3.0,160.0,3
8263,other,1360,3.0,55.0,3
8264,other,1100,2.0,75.0,2
8265,other,1929,3.0,115.0,3
8266,other,3161,4.0,214.0,4
8267,other,1020,2.0,40.0,2
8268,other,3515,3.0,420.0,3
8269,other,1051,2.0,33.0,2
8270,other,1100,2.0,70.0,2
8271,other,1455,2.0,56.0,3
8272,other,4200,4.0,255.0,4
8273,other,1200,2.0,55.0,2
8274,other,700,1.0,41.0,1
8275,other,1300,2.0,49.0,3
8276,other,1400,2.0,67.0,2
8277,other,1200,2.0,53.0,2
8278,other,1535,3.0,55.0,3
8279,other,3000,3.0,250.0,3
8280,other,1100,2.0,61.0,2
8281,other,1260,1.0,41.0,1
8282,other,1500,1.0,37.5,1
8283,other,600,1.0,17.0,1
8284,other,1360,2.0,65.0,3
8285,other,1165,2.0,75.0,2
8286,other,1272,4.0,75.0,3
8287,other,965,2.0,45.0,2
8288,other,1600,5.0,140.0,5
8289,other,780,2.0,25.0,2
8290,other,1000,2.0,65.0,3
8291,other,7500,7.0,400.0,7
8292,other,1121,2.0,43.72,2
8293,other,2400,4.0,325.0,3
8294,other,674,1.0,19.9,2
8295,other,1463,1.0,142.0,2
8296,other,1306,2.0,58.0,3
8297,other,2401,3.0,185.0,3
8298,other,1875,2.0,235.0,3
8299,other,1357,2.0,65.0,3
8300,other,1225,2.0,47.0,2
8301,other,890,1.0,75.0,1
8302,other,1110,2.0,51.0,2
8303,other,1300,2.0,54.0,2
8304,other,2400,3.0,290.0,3
8305,other,960,2.0,32.0,2
8306,other,1690,3.0,100.0,3
8307,other,799,2.0,38.0,2
8308,other,1355,3.0,61.0,3
8309,other,1350,2.0,90.0,2
8310,other,1460,3.0,88.0,3
8311,other,1685,3.0,95.0,3
8312,other,800,1.0,52.0,1
8313,other,4000,5.0,280.0,4
8314,other,1100,2.0,53.0,2
8315,other,792,2.0,70.0,2
8316,other,2000,4.0,103.0,5
8317,other,1147,2.0,54.0,2
8318,other,2400,5.0,235.0,5
8319,other,2100,3.0,75.0,3
8320,other,1215,2.0,46.5,3
8321,other,1500,2.0,85.0,3
8322,other,1065,2.0,50.0,2
8323,other,1205,2.0,42.18,2
8324,other,1260,2.0,75.0,2
8325,other,1199,2.0,50.0,2
8326,other,12000,12.0,525.0,10
8327,other,1070,2.0,33.0,2
8328,other,2820,3.0,285.0,3
8329,other,1950,3.0,130.0,3
8330,other,1326,2.0,62.17,2
8331,other,1350,2.0,140.0,3
8332,other,4051,4.0,345.0,4
8333,other,2100,3.0,170.0,3
8334,other,1991,3.0,160.0,3
8335,other,1234,2.0,61.0,2
8336,other,1200,3.0,66.0,3
8337,other,2220,4.0,65.0,3
8338,other,3000,4.0,342.0,4
8339,other,2400,6.0,245.0,6
8340,other,1069,2.0,55.0,2
8341,other,1375,2.0,105.0,2
8342,other,1693,3.0,108.0,3
8343,other,1160,2.0,41.75,2
8344,other,900,2.0,45.0,2
8345,other,1175,2.0,48.0,2
8346,other,1200,2.0,50.0,2
8347,other,600,2.0,23.0,2
8348,other,1364,2.0,70.0,2
8349,other,1150,2.0,77.5,3
8350,other,1146,2.0,39.5,2
8351,other,1110,2.0,41.0,2
8352,other,1156,2.0,49.5,2
8353,other,1058,2.0,60.0,2
8354,other,900,1.0,30.0,1
8355,other,1672,3.0,150.0,3
8356,other,1500,2.0,65.0,3
8357,other,1400,2.0,65.0,2
8358,other,1250,3.0,139.0,3
8359,other,1468,3.0,130.0,2
8360,other,1166,2.0,53.0,2
8361,other,900,2.0,46.0,2
8362,other,1190,3.0,55.0,3
8363,other,1480,2.0,145.0,3
8364,other,1500,3.0,65.0,3
8365,other,820,2.0,24.0,2
8366,other,2280,3.0,285.0,3
8367,other,2000,3.0,200.0,3
8368,other,1033,2.0,32.0,3
8369,other,1460,2.0,73.0,3
8370,other,1080,2.0,75.0,3
8371,other,2400,2.0,150.0,3
8372,other,1070,2.0,35.0,2
8373,other,1125,2.0,75.0,2
8374,other,1596,3.0,95.0,3
8375,other,1639,3.0,123.0,3
8376,other,920,2.0,37.0,2
8377,other,1740,3.0,199.0,3
8378,other,1372,2.0,90.0,3
8379,other,885,2.0,40.0,2
8380,other,6200,5.0,720.0,5
8381,other,1490,2.0,59.6,3
8382,other,1650,4.0,99.0,4
8383,other,925,2.0,63.0,2
8384,other,1200,3.0,95.0,4
8385,other,1200,2.0,79.0,2
8386,other,2500,3.0,270.0,3
8387,other,1584,3.0,145.0,4
8388,other,1570,3.0,115.0,3
8389,other,3000,3.0,400.0,3
8390,other,2400,6.0,130.0,6
8391,other,1680,3.0,85.0,3
8392,other,1464,2.0,56.0,2
8393,other,1750,3.0,180.0,3
8394,other,1500,1.0,160.0,2
8395,other,2100,6.0,275.0,6
8396,other,1200,2.0,50.0,2
8397,other,705,1.0,36.5,1
8398,other,1340,3.0,77.0,3
8399,other,1800,3.0,70.0,3
8400,other,925,2.0,42.0,2
8401,other,1230,2.0,57.0,2
8402,other,1260,1.0,41.0,1
8403,other,1200,2.0,125.0,2
8404,other,1270,2.0,175.0,4
8405,other,1200,3.0,130.0,3
8406,other,3595,6.0,360.0,4
8407,other,1100,2.0,39.5,2
8408,other,3100,5.0,385.0,4
8409,other,1219,2.0,40.0,2
8410,other,1200,4.0,150.0,4
8411,other,3259,3.0,270.0,3
8412,other,3200,3.0,190.0,4
8413,other,1350,2.0,100.0,2
8414,other,970,2.0,40.0,2
8415,other,596,1.0,42.0,1
8416,other,10000,16.0,550.0,16
8417,other,1200,4.0,110.0,4
8418,other,1910,3.0,190.0,3
8419,other,1405,2.0,70.0,3
8420,other,1800,3.0,65.0,3
8421,other,1750,3.0,149.0,3
8422,other,1360,2.0,65.0,3
8423,other,985,2.0,63.0,2
8424,other,1300,2.0,129.0,2
8425,other,1490,2.0,88.0,3
8426,other,620,1.0,25.0,2
8427,other,4428,4.0,255.0,4
8428,other,1301,2.0,55.0,2
8429,other,650,1.0,30.0,1
8430,other,1500,2.0,89.99,3
8431,other,1350,4.0,145.0,4
8432,other,910,1.0,42.0,1
8433,other,1250,3.0,39.0,3
8434,other,2000,3.0,85.0,3
8435,other,532,1.0,22.49,1
8436,other,1060,3.0,62.0,3
8437,other,902,2.0,42.0,2
8438,other,1550,2.0,160.0,2
8439,other,1374,2.0,70.0,3
8440,other,2145,4.0,125.0,4
8441,other,1080,2.0,55.0,2
8442,other,1000,2.0,80.0,2
8443,other,1240,2.0,52.6,2
8444,other,1500,2.0,97.0,3
8445,other,1865,4.0,140.0,3
8446,other,1200,2.0,49.0,2
8447,other,3500,4.0,245.0,4
8448,other,1203,2.0,59.86,2
8449,other,1600,3.0,76.0,3
8450,other,1134,2.0,40.0,2
8451,other,1320,2.0,73.0,3
8452,other,2150,6.0,205.0,6
8453,other,1100,2.0,56.1,2
8454,other,2400,5.0,120.0,5
8455,other,675,3.0,52.0,2
8456,other,1801,3.0,139.0,3
8457,other,1350,2.0,65.0,3
8458,other,2990,4.0,324.0,4
8459,other,2400,2.0,160.0,2
8460,other,1250,3.0,40.0,3
8461,other,1150,2.0,75.0,2
8462,other,1200,3.0,165.0,3
8463,other,1400,2.0,62.0,3
8464,other,1488,2.0,60.0,3
8465,other,4500,9.0,166.0,9
8466,other,1853,3.0,82.0,3
8467,other,861,2.0,35.0,2
8468,other,1256,2.0,62.8,2
8469,other,1390,2.0,80.0,3
8470,other,1550,2.0,90.0,3
8471,other,1310,2.0,37.83,3
8472,other,1080,2.0,39.0,2
8473,other,1500,3.0,87.0,3
8474,other,1500,4.0,110.0,4
8475,other,1531,3.0,72.0,3
8476,other,1839,3.0,165.0,3
8477,other,1200,2.0,55.0,2
8478,other,900,2.0,70.0,2
8479,other,1200,6.0,70.0,4
8480,other,1500,3.0,149.0,3
8481,other,1650,2.0,52.0,3
8482,other,1100,2.0,38.0,2
8483,other,750,2.0,50.0,1
8484,other,600,3.0,75.0,2
8485,other,1605,2.0,85.0,3
8486,other,1205,2.0,60.0,2
8487,other,1200,3.0,46.14,2
8488,other,1500,1.0,19.5,1
8489,other,1125,2.0,44.0,2
8490,other,1200,2.0,70.0,2
8491,other,1200,2.0,160.0,2
8492,other,1904,3.0,155.0,3
8493,other,2770,4.0,315.0,3
8494,other,813,1.0,39.0,1
8495,other,3884,4.0,240.0,4
8496,other,4750,2.0,120.0,4
8497,other,1630,2.0,97.78,3
8498,other,1090,2.0,36.0,2
8499,other,2425,4.0,173.0,4
8500,other,1150,2.0,56.0,2
8501,other,1141,2.0,49.0,2
8502,other,936,2.0,43.0,2
8503,other,1280,2.0,75.0,2
8504,other,735,1.0,75.0,1
8505,other,500,1.0,24.0,1
8506,other,1100,2.0,50.0,2
8507,other,1200,4.0,145.0,3
8508,other,1200,2.0,100.0,2
8509,other,1200,3.0,160.0,3
8510,other,1265,2.0,82.0,3
8511,other,3200,5.0,150.0,4
8512,other,1196,2.0,56.81,2
8513,other,1850,3.0,98.0,3
8514,other,2360,4.0,150.0,4
8515,other,1030,2.0,77.25,2
8516,other,1512,1.0,65.01,2
8517,other,2000,3.0,160.0,3
8518,other,1575,3.0,93.0,3
8519,other,1300,2.0,70.0,3
8520,other,975,2.0,50.0,2
8521,other,1380,2.0,75.0,2
8522,other,5800,5.0,80.0,5
8523,other,1000,2.0,45.0,2
8524,other,3000,5.0,100.0,4
8525,other,1080,2.0,45.0,2
8526,other,3100,3.0,250.0,3
8527,other,3262,5.0,205.0,4
8528,other,1190,2.0,100.0,2
8529,other,1827,3.0,100.0,3
8530,other,1500,3.0,95.0,3
8531,other,1180,2.0,63.0,2
8532,other,1300,3.0,47.0,3
8533,other,1155,2.0,60.0,3
8534,other,1540,3.0,68.0,3
8535,other,1206,2.0,38.5,2
8536,other,1645,3.0,95.0,3
8537,other,1200,4.0,140.0,4
8538,other,1200,2.0,55.0,3
8539,other,1161,2.0,36.69,2
8540,other,1097,2.0,65.0,2
8541,other,1600,3.0,165.0,4
8542,other,620,2.0,22.0,2
8543,other,900,2.0,110.0,2
8544,other,1200,2.0,125.0,2
8545,other,1355,2.0,75.0,2
8546,other,2000,3.0,85.0,3
8547,other,7500,4.0,900.0,4
8548,other,1280,2.0,49.75,2
8549,other,4200,1.0,160.0,2
8550,other,4104,4.0,360.0,4
8551,other,1215,2.0,49.85,2
8552,other,1076,2.0,52.0,2
8553,other,2080,2.0,150.0,2
8554,other,1505,2.0,90.0,2
8555,other,1200,3.0,95.75,3
8556,other,1810,4.0,148.0,3
8557,other,1250,2.0,39.0,2
8558,other,1530,2.0,97.0,3
8559,other,1500,3.0,70.0,3
8560,other,2000,5.0,80.0,4
8561,other,1410,2.0,45.12,3
8562,other,2000,3.0,85.0,3
8563,other,1500,2.0,130.0,3
8564,other,1600,3.0,72.0,3
8565,other,2100,6.0,71.0,6
8566,other,2500,3.0,75.0,3
8567,other,1400,2.0,80.0,2
8568,other,1533,3.0,150.0,3
8569,other,1100,2.0,38.0,2
8570,other,3730,6.0,450.0,4
8571,other,745,2.0,50.0,2
8572,other,1460,3.0,70.0,3
8573,other,1355,2.0,95.0,2
8574,other,833,1.0,49.0,1
8575,other,1037,2.0,36.28,2
8576,other,3000,5.0,270.0,4
8577,other,1220,2.0,68.0,2
8578,other,3811,3.0,475.0,4
8579,other,1545,3.0,85.0,3
8580,other,780,2.0,35.0,2
8581,other,1350,2.0,110.0,2
8582,other,1350,2.0,41.0,2
8583,other,1200,2.0,68.0,3
8584,other,1150,2.0,49.0,2
8585,other,2000,4.0,180.0,5
8586,other,1096,2.0,48.0,2
8587,other,1094,2.0,44.0,2
8588,other,1100,2.0,49.0,2
8589,other,1280,4.0,115.0,4
8590,other,1200,3.0,85.0,3
8591,other,1086,2.0,47.5,2
8592,other,1655,3.0,155.0,3
8593,other,1150,2.0,74.0,2
8594,other,1440,3.0,65.8,3
8595,other,1200,2.0,108.0,3
8596,other,1200,2.0,75.0,2
8597,other,1225,3.0,60.0,3
8598,other,1550,2.0,60.0,3
8599,other,1650,3.0,75.0,3
8600,other,1113,2.0,46.0,2
8601,other,1500,2.0,203.0,2
8602,other,1800,2.0,72.0,3
8603,other,1350,4.0,85.0,4
8604,other,4500,9.0,500.0,9
8605,other,935,2.0,32.73,2
8606,other,2500,5.0,120.0,5
8607,other,1550,3.0,160.0,3
8608,other,1140,2.0,52.0,2
8609,other,1050,2.0,40.0,2
8610,other,1758,3.0,95.0,3
8611,other,3179,5.0,351.0,4
8612,other,909,2.0,40.0,3
8613,other,1200,3.0,85.0,2
8614,other,1200,2.0,34.0,2
8615,other,1800,3.0,140.0,3
8616,other,1000,2.0,48.0,2
8617,other,1095,2.0,38.52,2
8618,other,3900,4.0,333.0,4
8619,other,2400,4.0,200.0,3
8620,other,1645,3.0,87.5,3
8621,other,1252,2.0,55.0,2
8622,other,2600,3.0,140.0,3
8623,other,950,2.0,60.0,2
8624,other,2107,4.0,95.0,4
8625,other,1450,3.0,68.0,3
8626,other,2431,3.0,100.0,3
8627,other,1155,2.0,56.0,2
8628,other,1450,2.0,62.63,2
8629,other,1900,3.0,205.0,3
8630,other,1365,3.0,60.0,2
8631,other,1402,2.0,85.0,3
8632,other,1550,3.0,75.0,3
8633,other,2100,3.0,240.0,3
8634,other,5000,4.0,290.0,4
8635,other,2000,3.0,85.0,3
8636,other,1100,2.0,45.0,2
8637,other,1200,3.0,140.0,3
8638,other,814,2.0,55.0,2
8639,other,1100,2.0,44.0,2
8640,other,830,2.0,37.0,2
8641,other,1590,3.0,120.0,3
8642,other,3754,6.0,430.0,4
8643,other,1100,2.0,48.0,2
8644,other,1230,2.0,53.51,3
8645,other,1450,2.0,89.6,3
8646,other,1367,2.0,62.0,2
8647,other,1340,2.0,77.0,2
8648,other,1135,2.0,32.91,2
8649,other,1745,3.0,77.0,3
8650,other,1665,3.0,105.0,3
8651,other,1220,2.0,48.79,2
8652,other,2300,4.0,200.0,4
8653,other,1210,2.0,76.0,2
8654,other,1100,2.0,46.0,2
8655,other,1286,3.0,67.0,3
8656,other,1141,2.0,40.0,2
8657,other,1140,2.0,45.0,2
8658,other,1065,2.0,58.0,2
8659,other,1082,2.0,42.0,3
8660,other,1290,2.0,40.63,2
8661,other,1636,3.0,97.0,3
8662,other,3600,4.0,450.0,4
8663,other,1450,3.0,42.0,3
8664,other,1120,2.0,40.0,2
8665,other,1200,3.0,72.0,3
8666,other,1500,2.0,65.0,3
8667,other,3000,8.0,90.0,6
8668,other,1100,2.0,47.0,2
8669,other,1000,1.0,75.0,2
8670,other,1388,3.0,69.99,3
8671,other,1176,2.0,44.0,2
8672,other,1170,2.0,86.0,2
8673,other,4830,5.0,390.0,4
8674,other,850,2.0,75.0,2
8675,other,1103,2.0,55.0,2
8676,other,1600,3.0,64.0,3
8677,other,1100,2.0,55.0,2
8678,other,2065,3.0,130.0,3
8679,other,1150,2.0,125.0,2
8680,other,1250,2.0,59.0,2
8681,other,1115,2.0,46.0,2
8682,other,2550,4.0,290.0,3
8683,other,3080,2.0,285.0,4
8684,other,1130,2.0,52.0,2
8685,other,3400,6.0,420.0,4
8686,other,450,1.0,25.0,1
8687,other,1100,2.0,85.0,2
8688,other,966,2.0,49.0,2
8689,other,4400,4.0,350.0,5
8690,other,1550,2.0,79.0,3
8691,other,1540,2.0,70.0,3
8692,other,1036,2.0,110.0,2
8693,other,1070,2.0,38.9,2
8694,other,1041,2.0,36.44,2
8695,other,1376,4.0,156.0,4
8696,other,1150,2.0,60.0,3
8697,other,1508,3.0,75.0,3
8698,other,1110,2.0,58.0,2
8699,other,1950,3.0,90.0,3
8700,other,1080,2.0,62.0,2
8701,other,999,2.0,43.66,2
8702,other,1180,2.0,40.0,2
8703,other,1127,2.0,55.0,2
8704,other,1475,2.0,200.0,3
8705,other,1200,3.0,96.25,3
8706,other,1250,2.0,65.0,3
8707,other,2631,3.0,200.0,4
8708,other,830,2.0,60.0,2
8709,other,1500,2.0,88.0,2
8710,other,1518,3.0,76.0,3
